slope sample slice mean std take_throw
0.00096188 L 010 0.000708 0.000254 1
0.00094186 L 011 0.000708 0.000254 1
0.00084556 L 012 0.000708 0.000254 1
0.00080432 L 013 0.000708 0.000254 1
0.00075520 L 014 0.000708 0.000254 1
0.00077062 L 015 0.000708 0.000254 1
0.00075203 L 016 0.000708 0.000254 1
0.00073488 L 017 0.000708 0.000254 1
0.00069239 L 018 0.000708 0.000254 1
0.00069183 L 019 0.000708 0.000254 1
0.00066343 L 020 0.000708 0.000254 1
0.00069963 L 021 0.000708 0.000254 1
0.00073930 L 022 0.000708 0.000254 1
0.00072862 L 023 0.000708 0.000254 1
0.00075180 L 024 0.000708 0.000254 1
0.00069208 L 025 0.000708 0.000254 1
0.00068670 L 026 0.000708 0.000254 1
0.00065868 L 027 0.000708 0.000254 1
0.00062746 L 028 0.000708 0.000254 1
0.00067439 L 029 0.000708 0.000254 1
0.00062913 L 030 0.000708 0.000254 1
0.00064678 L 031 0.000708 0.000254 1
0.00065347 L 032 0.000708 0.000254 1
0.00061266 L 033 0.000708 0.000254 1
0.00061828 L 034 0.000708 0.000254 1
0.00065513 L 035 0.000708 0.000254 1
0.00059539 L 036 0.000708 0.000254 1
0.00059716 L 037 0.000708 0.000254 1
0.00064221 L 038 0.000708 0.000254 1
0.00059436 L 039 0.000708 0.000254 1
0.00057029 L 040 0.000708 0.000254 1
0.00052371 L 041 0.000708 0.000254 1
0.00051388 L 042 0.000708 0.000254 1
0.00044921 L 043 0.000708 0.000254 1
0.00041537 L 044 0.000708 0.000254 1
0.00038419 L 045 0.000708 0.000254 1
0.00040713 L 046 0.000708 0.000254 1
0.00035603 L 047 0.000708 0.000254 1
0.00034213 L 048 0.000708 0.000254 1
0.00031423 L 049 0.000708 0.000254 1
0.00029791 L 050 0.000708 0.000254 1
0.00032252 L 051 0.000708 0.000254 1
0.00000731 M 002 0.001278 0.000167 1
0.00143821 M 003 0.001278 0.000167 1
0.00147697 M 004 0.001278 0.000167 1
0.00149242 M 005 0.001278 0.000167 1
0.00150812 M 006 0.001278 0.000167 1
0.00149881 M 007 0.001278 0.000167 1
0.00152052 M 008 0.001278 0.000167 1
0.00147188 M 009 0.001278 0.000167 1
0.00146099 M 010 0.001278 0.000167 1
0.00152383 M 011 0.001278 0.000167 1
0.00148559 M 012 0.001278 0.000167 1
0.00150148 M 013 0.001278 0.000167 1
0.00145111 M 014 0.001278 0.000167 1
0.00149730 M 015 0.001278 0.000167 1
0.00145851 M 016 0.001278 0.000167 1
0.00140809 M 017 0.001278 0.000167 1
0.00144182 M 018 0.001278 0.000167 1
0.00145746 M 019 0.001278 0.000167 1
0.00144621 M 020 0.001278 0.000167 1
0.00143080 M 021 0.001278 0.000167 1
0.00148999 M 022 0.001278 0.000167 1
0.00143573 M 023 0.001278 0.000167 1
0.00138152 M 024 0.001278 0.000167 1
0.00140074 M 025 0.001278 0.000167 1
0.00143990 M 026 0.001278 0.000167 1
0.00135009 M 027 0.001278 0.000167 1
0.00131820 M 028 0.001278 0.000167 1
0.00133425 M 029 0.001278 0.000167 1
0.00129396 M 030 0.001278 0.000167 1
0.00131454 M 031 0.001278 0.000167 1
0.00131885 M 032 0.001278 0.000167 1
0.00125312 M 033 0.001278 0.000167 1
0.00126380 M 034 0.001278 0.000167 1
0.00125862 M 035 0.001278 0.000167 1
0.00131782 M 036 0.001278 0.000167 1
0.00128373 M 037 0.001278 0.000167 1
0.00124753 M 038 0.001278 0.000167 1
0.00127160 M 039 0.001278 0.000167 1
0.00122406 M 040 0.001278 0.000167 1
0.00125190 M 041 0.001278 0.000167 1
0.00130216 M 042 0.001278 0.000167 1
0.00127636 M 043 0.001278 0.000167 1
0.00132122 M 044 0.001278 0.000167 1
0.00128189 M 045 0.001278 0.000167 1
0.00124125 M 046 0.001278 0.000167 1
0.00130230 M 047 0.001278 0.000167 1
0.00124632 M 048 0.001278 0.000167 1
0.00125527 M 049 0.001278 0.000167 1
0.00124422 M 050 0.001278 0.000167 1
0.00125684 M 051 0.001278 0.000167 1
0.00124323 M 052 0.001278 0.000167 1
0.00124389 M 053 0.001278 0.000167 1
0.00121008 M 054 0.001278 0.000167 1
0.00128659 M 055 0.001278 0.000167 1
0.00121630 M 056 0.001278 0.000167 1
0.00123028 M 057 0.001278 0.000167 1
0.00119051 M 058 0.001278 0.000167 1
0.00125226 M 059 0.001278 0.000167 1
0.00122383 M 060 0.001278 0.000167 1
0.00122891 M 061 0.001278 0.000167 1
0.00130426 M 062 0.001278 0.000167 1
0.00126002 M 063 0.001278 0.000167 1
0.00127927 M 064 0.001278 0.000167 1
0.00124411 M 065 0.001278 0.000167 1
0.00125038 M 066 0.001278 0.000167 1
0.00121187 M 067 0.001278 0.000167 1
0.00120093 M 068 0.001278 0.000167 1
0.00125488 M 069 0.001278 0.000167 1
0.00129597 M 070 0.001278 0.000167 1
0.00118992 M 071 0.001278 0.000167 1
0.00122398 M 072 0.001278 0.000167 1
0.00125110 M 073 0.001278 0.000167 1
0.00125212 M 074 0.001278 0.000167 1
