slope sample slice mean std take_throw
0.00121685 M 075 0.001278 0.000167 1
0.00122748 M 076 0.001278 0.000167 1
0.00124141 M 077 0.001278 0.000167 1
0.00118832 M 078 0.001278 0.000167 1
0.00120220 M 079 0.001278 0.000167 1
0.00123578 M 080 0.001278 0.000167 1
0.00121795 M 081 0.001278 0.000167 1
0.00123217 M 082 0.001278 0.000167 1
0.00122578 M 083 0.001278 0.000167 1
0.00119557 M 084 0.001278 0.000167 1
0.00120384 M 085 0.001278 0.000167 1
0.00119839 M 086 0.001278 0.000167 1
0.00117751 M 087 0.001278 0.000167 1
0.00126106 M 088 0.001278 0.000167 1
0.00120308 M 089 0.001278 0.000167 1
0.00120169 M 090 0.001278 0.000167 1
0.00117265 M 091 0.001278 0.000167 1
0.00120151 M 092 0.001278 0.000167 1
0.00116258 M 093 0.001278 0.000167 1
0.00111931 M 094 0.001278 0.000167 1
0.00115343 M 095 0.001278 0.000167 1
0.00117359 M 096 0.001278 0.000167 1
0.00116110 M 097 0.001278 0.000167 1
0.00113218 M 098 0.001278 0.000167 1
0.00111127 M 099 0.001278 0.000167 1
0.00118424 M 100 0.001278 0.000167 1
0.00113709 M 101 0.001278 0.000167 1
0.00046654 N 002 0.002184 0.000257 1
0.00229360 N 003 0.002184 0.000257 1
0.00222533 N 004 0.002184 0.000257 1
0.00230997 N 005 0.002184 0.000257 1
0.00240419 N 006 0.002184 0.000257 1
0.00231165 N 007 0.002184 0.000257 1
0.00238776 N 008 0.002184 0.000257 1
0.00239147 N 009 0.002184 0.000257 1
0.00240032 N 010 0.002184 0.000257 1
0.00239826 N 011 0.002184 0.000257 1
0.00247350 N 012 0.002184 0.000257 1
0.00240851 N 013 0.002184 0.000257 1
0.00243249 N 014 0.002184 0.000257 1
0.00251351 N 015 0.002184 0.000257 1
0.00245999 N 016 0.002184 0.000257 1
0.00244977 N 017 0.002184 0.000257 1
0.00253029 N 018 0.002184 0.000257 1
0.00244772 N 019 0.002184 0.000257 1
0.00237074 N 020 0.002184 0.000257 1
0.00243445 N 021 0.002184 0.000257 1
0.00247650 N 022 0.002184 0.000257 1
0.00256656 N 023 0.002184 0.000257 1
0.00240270 N 024 0.002184 0.000257 1
0.00243988 N 025 0.002184 0.000257 1
0.00243883 N 026 0.002184 0.000257 1
0.00245740 N 027 0.002184 0.000257 1
0.00239725 N 028 0.002184 0.000257 1
0.00238671 N 029 0.002184 0.000257 1
0.00227107 N 030 0.002184 0.000257 1
0.00236892 N 031 0.002184 0.000257 1
0.00242540 N 032 0.002184 0.000257 1
0.00244307 N 033 0.002184 0.000257 1
0.00238898 N 034 0.002184 0.000257 1
0.00233329 N 035 0.002184 0.000257 1
0.00240562 N 036 0.002184 0.000257 1
0.00240360 N 037 0.002184 0.000257 1
0.00236493 N 038 0.002184 0.000257 1
0.00239299 N 039 0.002184 0.000257 1
0.00246467 N 040 0.002184 0.000257 1
0.00229598 N 041 0.002184 0.000257 1
0.00238493 N 042 0.002184 0.000257 1
0.00231994 N 043 0.002184 0.000257 1
0.00234388 N 044 0.002184 0.000257 1
0.00228404 N 045 0.002184 0.000257 1
0.00235077 N 046 0.002184 0.000257 1
0.00217399 N 047 0.002184 0.000257 1
0.00220974 N 048 0.002184 0.000257 1
0.00223945 N 049 0.002184 0.000257 1
0.00221099 N 050 0.002184 0.000257 1
0.00228250 N 051 0.002184 0.000257 1
0.00222933 N 052 0.002184 0.000257 1
0.00217304 N 053 0.002184 0.000257 1
0.00213492 N 054 0.002184 0.000257 1
0.00214301 N 055 0.002184 0.000257 1
0.00204502 N 056 0.002184 0.000257 1
0.00206951 N 057 0.002184 0.000257 1
0.00213027 N 058 0.002184 0.000257 1
0.00208593 N 059 0.002184 0.000257 1
0.00208542 N 060 0.002184 0.000257 1
0.00205252 N 061 0.002184 0.000257 1
0.00207368 N 062 0.002184 0.000257 1
0.00211243 N 063 0.002184 0.000257 1
0.00202812 N 064 0.002184 0.000257 1
0.00209529 N 065 0.002184 0.000257 1
0.00204078 N 066 0.002184 0.000257 1
0.00206736 N 067 0.002184 0.000257 1
0.00207881 N 068 0.002184 0.000257 1
0.00209214 N 069 0.002184 0.000257 1
0.00199936 N 070 0.002184 0.000257 1
0.00201479 N 071 0.002184 0.000257 1
0.00205643 N 072 0.002184 0.000257 1
0.00199513 N 073 0.002184 0.000257 1
0.00199579 N 074 0.002184 0.000257 1
0.00199406 N 075 0.002184 0.000257 1
0.00191287 N 076 0.002184 0.000257 1
0.00200495 N 077 0.002184 0.000257 1
0.00200631 N 078 0.002184 0.000257 1
0.00197235 N 079 0.002184 0.000257 1
0.00195892 N 080 0.002184 0.000257 1
0.00195238 N 081 0.002184 0.000257 1
0.00194555 N 082 0.002184 0.000257 1
0.00196924 N 083 0.002184 0.000257 1
0.00193248 N 084 0.002184 0.000257 1
0.00197031 N 085 0.002184 0.000257 1
0.00193136 N 086 0.002184 0.000257 1
0.00200814 N 087 0.002184 0.000257 1
0.00196549 N 088 0.002184 0.000257 1
0.00195522 N 089 0.002184 0.000257 1
0.00197504 N 090 0.002184 0.000257 1
0.00198234 N 091 0.002184 0.000257 1
0.00199106 N 092 0.002184 0.000257 1
0.00197644 N 093 0.002184 0.000257 1
0.00194319 N 094 0.002184 0.000257 1
0.00207880 N 095 0.002184 0.000257 1
0.00199717 N 096 0.002184 0.000257 1
0.00204149 N 097 0.002184 0.000257 1
0.00198415 N 098 0.002184 0.000257 1
0.00204243 N 099 0.002184 0.000257 1
0.00204066 N 100 0.002184 0.000257 1
0.00203509 N 101 0.002184 0.000257 1
0.00074077 O 002 0.000285 0.000146 1
0.00061512 O 003 0.000285 0.000146 1
0.00057703 O 004 0.000285 0.000146 1
0.00055123 O 005 0.000285 0.000146 1
0.00059145 O 006 0.000285 0.000146 1
0.00055711 O 007 0.000285 0.000146 1
0.00043220 O 008 0.000285 0.000146 1
0.00042185 O 009 0.000285 0.000146 1
0.00039563 O 010 0.000285 0.000146 1
0.00041718 O 011 0.000285 0.000146 1
0.00036113 O 012 0.000285 0.000146 1
0.00032321 O 013 0.000285 0.000146 1
0.00041312 O 014 0.000285 0.000146 1
0.00039623 O 015 0.000285 0.000146 1
0.00035227 O 016 0.000285 0.000146 1
0.00032572 O 017 0.000285 0.000146 1
0.00031754 O 018 0.000285 0.000146 1
0.00030500 O 019 0.000285 0.000146 1
0.00025422 O 020 0.000285 0.000146 1
0.00028544 O 021 0.000285 0.000146 1
0.00024165 O 022 0.000285 0.000146 1
0.00023625 O 023 0.000285 0.000146 1
0.00026315 O 024 0.000285 0.000146 1
0.00025263 O 025 0.000285 0.000146 1
0.00021565 O 026 0.000285 0.000146 1
0.00020118 O 027 0.000285 0.000146 1
0.00018007 O 028 0.000285 0.000146 1
0.00020108 O 029 0.000285 0.000146 1
0.00018337 O 030 0.000285 0.000146 1
0.00017058 O 031 0.000285 0.000146 1
0.00019106 O 032 0.000285 0.000146 1
0.00020069 O 033 0.000285 0.000146 1
0.00017540 O 034 0.000285 0.000146 1
0.00016653 O 035 0.000285 0.000146 1
0.00018069 O 036 0.000285 0.000146 1
0.00018080 O 037 0.000285 0.000146 1
0.00021313 O 038 0.000285 0.000146 1
0.00016303 O 039 0.000285 0.000146 1
0.00017807 O 040 0.000285 0.000146 1
0.00016705 O 041 0.000285 0.000146 1
0.00017594 O 042 0.000285 0.000146 1
0.00015532 O 043 0.000285 0.000146 1
0.00015465 O 044 0.000285 0.000146 1
0.00017536 O 045 0.000285 0.000146 1
0.00015052 O 046 0.000285 0.000146 1
0.00015749 O 047 0.000285 0.000146 1
0.00020216 O 048 0.000285 0.000146 1
0.00017848 O 049 0.000285 0.000146 1
0.00013857 O 050 0.000285 0.000146 1
0.00018952 O 051 0.000285 0.000146 1
-0.00000001 P 002 0.000961 0.000112 0
0.00108447 P 003 0.000961 0.000112 0
0.00106168 P 004 0.000961 0.000112 0
0.00104047 P 005 0.000961 0.000112 0
0.00106251 P 006 0.000961 0.000112 0
0.00105160 P 007 0.000961 0.000112 0
0.00104468 P 008 0.000961 0.000112 0
0.00106540 P 009 0.000961 0.000112 0
0.00100463 P 010 0.000961 0.000112 0
0.00097902 P 011 0.000961 0.000112 0
0.00102260 P 012 0.000961 0.000112 0
0.00103222 P 013 0.000961 0.000112 0
0.00101399 P 014 0.000961 0.000112 0
0.00099043 P 015 0.000961 0.000112 0
0.00097351 P 016 0.000961 0.000112 0
0.00099722 P 017 0.000961 0.000112 0
0.00101740 P 018 0.000961 0.000112 0
0.00097474 P 019 0.000961 0.000112 0
0.00093766 P 020 0.000961 0.000112 0
0.00101176 P 021 0.000961 0.000112 0
0.00098072 P 022 0.000961 0.000112 0
0.00097003 P 023 0.000961 0.000112 0
0.00094919 P 024 0.000961 0.000112 0
0.00095586 P 025 0.000961 0.000112 0
0.00101948 P 026 0.000961 0.000112 0
0.00098498 P 027 0.000961 0.000112 0
0.00102770 P 028 0.000961 0.000112 0
0.00098658 P 029 0.000961 0.000112 0
0.00100781 P 030 0.000961 0.000112 0
0.00102648 P 031 0.000961 0.000112 0
0.00101050 P 032 0.000961 0.000112 0
0.00098931 P 033 0.000961 0.000112 0
0.00104299 P 034 0.000961 0.000112 0
0.00103175 P 035 0.000961 0.000112 0
0.00104262 P 036 0.000961 0.000112 0
0.00103321 P 037 0.000961 0.000112 0
0.00101714 P 038 0.000961 0.000112 0
0.00104749 P 039 0.000961 0.000112 0
0.00105779 P 040 0.000961 0.000112 0
0.00106886 P 041 0.000961 0.000112 0
0.00099504 P 042 0.000961 0.000112 0
0.00095821 P 043 0.000961 0.000112 0
0.00100245 P 044 0.000961 0.000112 0
0.00104096 P 045 0.000961 0.000112 0
0.00094010 P 046 0.000961 0.000112 0
0.00100023 P 047 0.000961 0.000112 0
0.00095199 P 048 0.000961 0.000112 0
0.00099404 P 049 0.000961 0.000112 0
0.00104720 P 050 0.000961 0.000112 0
0.00092582 P 051 0.000961 0.000112 0
0.00091495 P 052 0.000961 0.000112 0
0.00094943 P 053 0.000961 0.000112 0
0.00097416 P 054 0.000961 0.000112 0
0.00100044 P 055 0.000961 0.000112 0
0.00097017 P 056 0.000961 0.000112 0
0.00097715 P 057 0.000961 0.000112 0
0.00090622 P 058 0.000961 0.000112 0
0.00089956 P 059 0.000961 0.000112 0
0.00085245 P 060 0.000961 0.000112 0
0.00090067 P 061 0.000961 0.000112 0
0.00091568 P 062 0.000961 0.000112 0
0.00094542 P 063 0.000961 0.000112 0
0.00095353 P 064 0.000961 0.000112 0
0.00092728 P 065 0.000961 0.000112 0
0.00090420 P 066 0.000961 0.000112 0
0.00089174 P 067 0.000961 0.000112 0
0.00090806 P 068 0.000961 0.000112 0
0.00083227 P 069 0.000961 0.000112 0
0.00095075 P 070 0.000961 0.000112 0
0.00088486 P 071 0.000961 0.000112 0
0.00096931 P 072 0.000961 0.000112 0
0.00082690 P 073 0.000961 0.000112 0
0.00095260 P 074 0.000961 0.000112 0
0.00087072 P 075 0.000961 0.000112 0
0.00091057 P 076 0.000961 0.000112 0
0.00084437 P 077 0.000961 0.000112 0
0.00092279 P 078 0.000961 0.000112 0
0.00096241 P 079 0.000961 0.000112 0
0.00092617 P 080 0.000961 0.000112 0
0.00090125 P 081 0.000961 0.000112 0
0.00086209 P 082 0.000961 0.000112 0
0.00099678 P 083 0.000961 0.000112 0
0.00097626 P 084 0.000961 0.000112 0
0.00090413 P 085 0.000961 0.000112 0
0.00094644 P 086 0.000961 0.000112 0
0.00095783 P 087 0.000961 0.000112 0
0.00098914 P 088 0.000961 0.000112 0
0.00092197 P 089 0.000961 0.000112 0
0.00087909 P 090 0.000961 0.000112 0
0.00097988 P 091 0.000961 0.000112 0
0.00098790 P 092 0.000961 0.000112 0
0.00093164 P 093 0.000961 0.000112 0
0.00096688 P 094 0.000961 0.000112 0
0.00101058 P 095 0.000961 0.000112 0
0.00091744 P 096 0.000961 0.000112 0
0.00097438 P 097 0.000961 0.000112 0
0.00097829 P 098 0.000961 0.000112 0
0.00102224 P 099 0.000961 0.000112 0
0.00098257 P 100 0.000961 0.000112 0
0.00090771 P 101 0.000961 0.000112 0
0.00187247 q 002 0.001972 0.000158 1
0.00197685 q 003 0.001972 0.000158 1
0.00190922 q 004 0.001972 0.000158 1
0.00200962 q 005 0.001972 0.000158 1
0.00205748 q 006 0.001972 0.000158 1
0.00202903 q 007 0.001972 0.000158 1
0.00205335 q 008 0.001972 0.000158 1
0.00208678 q 009 0.001972 0.000158 1
0.00215224 q 010 0.001972 0.000158 1
0.00212126 q 011 0.001972 0.000158 1
0.00209586 q 012 0.001972 0.000158 1
0.00214875 q 013 0.001972 0.000158 1
0.00213418 q 014 0.001972 0.000158 1
0.00209181 q 015 0.001972 0.000158 1
0.00216059 q 016 0.001972 0.000158 1
0.00213245 q 017 0.001972 0.000158 1
0.00209938 q 018 0.001972 0.000158 1
0.00216779 q 019 0.001972 0.000158 1
0.00217253 q 020 0.001972 0.000158 1
0.00212871 q 021 0.001972 0.000158 1
0.00216694 q 022 0.001972 0.000158 1
0.00220835 q 023 0.001972 0.000158 1
0.00225529 q 024 0.001972 0.000158 1
0.00225630 q 025 0.001972 0.000158 1
0.00217803 q 026 0.001972 0.000158 1
0.00225265 q 027 0.001972 0.000158 1
0.00213093 q 028 0.001972 0.000158 1
0.00222074 q 029 0.001972 0.000158 1
0.00214356 q 030 0.001972 0.000158 1
0.00209515 q 031 0.001972 0.000158 1
0.00211753 q 032 0.001972 0.000158 1
0.00212127 q 033 0.001972 0.000158 1
0.00211490 q 034 0.001972 0.000158 1
0.00208875 q 035 0.001972 0.000158 1
0.00215011 q 036 0.001972 0.000158 1
0.00211943 q 037 0.001972 0.000158 1
0.00205693 q 038 0.001972 0.000158 1
0.00207221 q 039 0.001972 0.000158 1
0.00207296 q 040 0.001972 0.000158 1
0.00214990 q 041 0.001972 0.000158 1
0.00205788 q 042 0.001972 0.000158 1
0.00208052 q 043 0.001972 0.000158 1
0.00213369 q 044 0.001972 0.000158 1
0.00210132 q 045 0.001972 0.000158 1
0.00210705 q 046 0.001972 0.000158 1
0.00207799 q 047 0.001972 0.000158 1
0.00208296 q 048 0.001972 0.000158 1
0.00210767 q 049 0.001972 0.000158 1
0.00202294 q 050 0.001972 0.000158 1
0.00197303 q 051 0.001972 0.000158 1
0.00198269 q 052 0.001972 0.000158 1
0.00194834 q 053 0.001972 0.000158 1
0.00199045 q 054 0.001972 0.000158 1
0.00200670 q 055 0.001972 0.000158 1
0.00197766 q 056 0.001972 0.000158 1
0.00200665 q 057 0.001972 0.000158 1
0.00193969 q 058 0.001972 0.000158 1
0.00194584 q 059 0.001972 0.000158 1
0.00199522 q 060 0.001972 0.000158 1
0.00194212 q 061 0.001972 0.000158 1
0.00191188 q 062 0.001972 0.000158 1
0.00189481 q 063 0.001972 0.000158 1
0.00190222 q 064 0.001972 0.000158 1
0.00188224 q 065 0.001972 0.000158 1
0.00190461 q 066 0.001972 0.000158 1
0.00185711 q 067 0.001972 0.000158 1
0.00188904 q 068 0.001972 0.000158 1
0.00186767 q 069 0.001972 0.000158 1
0.00192067 q 070 0.001972 0.000158 1
0.00184507 q 071 0.001972 0.000158 1
0.00191528 q 072 0.001972 0.000158 1
0.00184361 q 073 0.001972 0.000158 1
0.00191642 q 074 0.001972 0.000158 1
0.00179786 q 075 0.001972 0.000158 1
0.00179147 q 076 0.001972 0.000158 1
0.00173937 q 077 0.001972 0.000158 1
0.00175392 q 078 0.001972 0.000158 1
0.00174108 q 079 0.001972 0.000158 1
0.00178435 q 080 0.001972 0.000158 1
0.00176216 q 081 0.001972 0.000158 1
0.00176226 q 082 0.001972 0.000158 1
0.00177396 q 083 0.001972 0.000158 1
0.00179373 q 084 0.001972 0.000158 1
0.00172734 q 085 0.001972 0.000158 1
0.00177773 q 086 0.001972 0.000158 1
0.00173311 q 087 0.001972 0.000158 1
0.00173787 q 088 0.001972 0.000158 1
0.00183834 q 089 0.001972 0.000158 1
0.00177071 q 090 0.001972 0.000158 1
0.00173813 q 091 0.001972 0.000158 1
0.00177991 q 092 0.001972 0.000158 1
0.00174744 q 093 0.001972 0.000158 1
0.00174732 q 094 0.001972 0.000158 1
0.00176981 q 095 0.001972 0.000158 1
0.00177489 q 096 0.001972 0.000158 1
0.00175182 q 097 0.001972 0.000158 1
0.00175363 q 098 0.001972 0.000158 1
0.00173607 q 099 0.001972 0.000158 1
0.00176690 q 100 0.001972 0.000158 1
0.00175564 q 101 0.001972 0.000158 1
0.01838664 R 002 0.005820 0.008894 1
0.01897253 R 003 0.005820 0.008894 1
0.01920374 R 004 0.005820 0.008894 1
0.01941854 R 005 0.005820 0.008894 1
0.01908401 R 006 0.005820 0.008894 1
0.01869391 R 007 0.005820 0.008894 1
0.01959798 R 008 0.005820 0.008894 1
0.01956872 R 009 0.005820 0.008894 1
0.01915223 R 010 0.005820 0.008894 1
0.01979610 R 011 0.005820 0.008894 1
0.01922916 R 012 0.005820 0.008894 1
0.01961477 R 013 0.005820 0.008894 1
0.01981662 R 014 0.005820 0.008894 1
0.02011162 R 015 0.005820 0.008894 1
0.02035357 R 016 0.005820 0.008894 1
0.00000021 R 017 0.005820 0.008894 1
0.00000017 R 018 0.005820 0.008894 1
0.00000007 R 019 0.005820 0.008894 1
0.00000004 R 020 0.005820 0.008894 1
0.00000012 R 021 0.005820 0.008894 1
0.00000010 R 022 0.005820 0.008894 1
0.00000017 R 023 0.005820 0.008894 1
0.00000006 R 024 0.005820 0.008894 1
0.00000015 R 025 0.005820 0.008894 1
0.00000009 R 026 0.005820 0.008894 1
0.00000014 R 027 0.005820 0.008894 1
0.00000014 R 028 0.005820 0.008894 1
0.00000008 R 029 0.005820 0.008894 1
0.00000005 R 030 0.005820 0.008894 1
0.00000004 R 031 0.005820 0.008894 1
0.00000010 R 032 0.005820 0.008894 1
0.00000009 R 033 0.005820 0.008894 1
0.00000006 R 034 0.005820 0.008894 1
0.00000008 R 035 0.005820 0.008894 1
0.00000005 R 036 0.005820 0.008894 1
0.00000009 R 037 0.005820 0.008894 1
0.00000008 R 038 0.005820 0.008894 1
0.00000023 R 039 0.005820 0.008894 1
0.00000007 R 040 0.005820 0.008894 1
0.00000008 R 041 0.005820 0.008894 1
0.00000003 R 042 0.005820 0.008894 1
0.00000006 R 043 0.005820 0.008894 1
0.00000011 R 044 0.005820 0.008894 1
0.00000008 R 045 0.005820 0.008894 1
0.00000006 R 046 0.005820 0.008894 1
0.00000011 R 047 0.005820 0.008894 1
0.00000008 R 048 0.005820 0.008894 1
0.00000006 R 049 0.005820 0.008894 1
0.00000001 R 050 0.005820 0.008894 1
0.00000009 R 051 0.005820 0.008894 1
0.00000623 S 002 0.000006 0.000007 1
0.00001681 S 003 0.000006 0.000007 1
0.00002173 S 004 0.000006 0.000007 1
0.00001956 S 005 0.000006 0.000007 1
0.00002697 S 006 0.000006 0.000007 1
0.00002885 S 007 0.000006 0.000007 1
0.00002039 S 008 0.000006 0.000007 1
0.00001501 S 009 0.000006 0.000007 1
0.00001035 S 010 0.000006 0.000007 1
0.00001462 S 011 0.000006 0.000007 1
0.00001543 S 012 0.000006 0.000007 1
0.00001445 S 013 0.000006 0.000007 1
0.00001296 S 014 0.000006 0.000007 1
0.00000604 S 015 0.000006 0.000007 1
0.00000320 S 016 0.000006 0.000007 1
0.00000473 S 017 0.000006 0.000007 1
0.00000363 S 018 0.000006 0.000007 1
0.00000541 S 019 0.000006 0.000007 1
0.00000446 S 020 0.000006 0.000007 1
0.00000201 S 021 0.000006 0.000007 1
0.00000237 S 022 0.000006 0.000007 1
0.00000222 S 023 0.000006 0.000007 1
0.00000289 S 024 0.000006 0.000007 1
0.00000193 S 025 0.000006 0.000007 1
0.00000167 S 026 0.000006 0.000007 1
0.00000157 S 027 0.000006 0.000007 1
0.00000256 S 028 0.000006 0.000007 1
0.00000132 S 029 0.000006 0.000007 1
0.00000217 S 030 0.000006 0.000007 1
0.00000150 S 031 0.000006 0.000007 1
0.00000097 S 032 0.000006 0.000007 1
0.00000090 S 033 0.000006 0.000007 1
0.00000075 S 034 0.000006 0.000007 1
0.00000124 S 035 0.000006 0.000007 1
0.00000146 S 036 0.000006 0.000007 1
0.00000163 S 037 0.000006 0.000007 1
0.00000092 S 038 0.000006 0.000007 1
0.00000157 S 039 0.000006 0.000007 1
0.00000086 S 040 0.000006 0.000007 1
0.00000127 S 041 0.000006 0.000007 1
0.00000063 S 042 0.000006 0.000007 1
0.00000147 S 043 0.000006 0.000007 1
0.00000061 S 044 0.000006 0.000007 1
0.00000085 S 045 0.000006 0.000007 1
0.00000069 S 046 0.000006 0.000007 1
0.00000051 S 047 0.000006 0.000007 1
0.00000042 S 048 0.000006 0.000007 1
0.00000074 S 049 0.000006 0.000007 1
0.00000039 S 050 0.000006 0.000007 1
0.00000091 S 051 0.000006 0.000007 1
0.00185465 T 002 0.000611 0.000735 1
0.00211357 T 003 0.000611 0.000735 1
0.00220717 T 004 0.000611 0.000735 1
0.00225473 T 005 0.000611 0.000735 1
0.00213359 T 006 0.000611 0.000735 1
0.00207442 T 007 0.000611 0.000735 1
0.00186839 T 008 0.000611 0.000735 1
0.00182260 T 009 0.000611 0.000735 1
0.00156737 T 010 0.000611 0.000735 1
0.00147793 T 011 0.000611 0.000735 1
0.00125052 T 012 0.000611 0.000735 1
0.00115066 T 013 0.000611 0.000735 1
0.00096125 T 014 0.000611 0.000735 1
0.00085737 T 015 0.000611 0.000735 1
0.00087009 T 016 0.000611 0.000735 1
0.00069738 T 017 0.000611 0.000735 1
0.00053293 T 018 0.000611 0.000735 1
0.00054498 T 019 0.000611 0.000735 1
0.00046554 T 020 0.000611 0.000735 1
0.00039469 T 021 0.000611 0.000735 1
0.00039002 T 022 0.000611 0.000735 1
0.00040782 T 023 0.000611 0.000735 1
0.00030865 T 024 0.000611 0.000735 1
0.00024861 T 025 0.000611 0.000735 1
0.00019231 T 026 0.000611 0.000735 1
0.00018950 T 027 0.000611 0.000735 1
0.00016502 T 028 0.000611 0.000735 1
0.00019111 T 029 0.000611 0.000735 1
0.00016712 T 030 0.000611 0.000735 1
0.00010537 T 031 0.000611 0.000735 1
0.00009552 T 032 0.000611 0.000735 1
0.00009636 T 033 0.000611 0.000735 1
0.00010607 T 034 0.000611 0.000735 1
0.00008355 T 035 0.000611 0.000735 1
0.00008812 T 036 0.000611 0.000735 1
0.00006006 T 037 0.000611 0.000735 1
0.00006624 T 038 0.000611 0.000735 1
0.00006607 T 039 0.000611 0.000735 1
0.00005366 T 040 0.000611 0.000735 1
0.00004914 T 041 0.000611 0.000735 1
0.00004683 T 042 0.000611 0.000735 1
0.00003927 T 043 0.000611 0.000735 1
0.00003611 T 044 0.000611 0.000735 1
0.00003259 T 045 0.000611 0.000735 1
0.00002709 T 046 0.000611 0.000735 1
0.00002453 T 047 0.000611 0.000735 1
0.00002827 T 048 0.000611 0.000735 1
0.00002139 T 049 0.000611 0.000735 1
0.00003020 T 050 0.000611 0.000735 1
0.00002406 T 051 0.000611 0.000735 1
-0.00000001 U 002 -0.000000 0.000000 0
-0.00000001 U 003 -0.000000 0.000000 0
-0.00000001 U 004 -0.000000 0.000000 0
-0.00000002 U 005 -0.000000 0.000000 0
-0.00000002 U 006 -0.000000 0.000000 0
-0.00000002 U 007 -0.000000 0.000000 0
-0.00000001 U 008 -0.000000 0.000000 0
-0.00000001 U 009 -0.000000 0.000000 0
-0.00000002 U 010 -0.000000 0.000000 0
-0.00000001 U 011 -0.000000 0.000000 0
-0.00000001 U 012 -0.000000 0.000000 0
-0.00000001 U 013 -0.000000 0.000000 0
-0.00000001 U 014 -0.000000 0.000000 0
-0.00000002 U 015 -0.000000 0.000000 0
0.00000007 V 002 0.000000 0.000000 1
0.00000005 V 003 0.000000 0.000000 1
0.00000012 V 004 0.000000 0.000000 1
0.00000024 V 005 0.000000 0.000000 1
0.00000015 V 006 0.000000 0.000000 1
0.00000026 V 007 0.000000 0.000000 1
0.00000020 V 008 0.000000 0.000000 1
0.00000030 V 009 0.000000 0.000000 1
0.00000091 V 010 0.000000 0.000000 1
0.00000028 V 011 0.000000 0.000000 1
0.00000022 V 012 0.000000 0.000000 1
0.00000046 V 013 0.000000 0.000000 1
0.00000043 V 014 0.000000 0.000000 1
0.00000033 V 015 0.000000 0.000000 1
0.00000032 V 016 0.000000 0.000000 1
0.00000023 V 017 0.000000 0.000000 1
0.00000020 V 018 0.000000 0.000000 1
0.00000010 V 019 0.000000 0.000000 1
0.00000011 V 020 0.000000 0.000000 1
0.00001672 W 002 0.000016 0.000018 1
0.00004578 W 003 0.000016 0.000018 1
0.00005696 W 004 0.000016 0.000018 1
0.00006601 W 005 0.000016 0.000018 1
0.00004290 W 006 0.000016 0.000018 1
0.00004560 W 007 0.000016 0.000018 1
0.00004497 W 008 0.000016 0.000018 1
0.00002164 W 009 0.000016 0.000018 1
0.00002040 W 010 0.000016 0.000018 1
0.00001510 W 011 0.000016 0.000018 1
0.00001267 W 012 0.000016 0.000018 1
0.00001402 W 013 0.000016 0.000018 1
0.00001071 W 014 0.000016 0.000018 1
0.00001249 W 015 0.000016 0.000018 1
0.00000542 W 016 0.000016 0.000018 1
0.00000780 W 017 0.000016 0.000018 1
0.00000555 W 018 0.000016 0.000018 1
0.00000673 W 019 0.000016 0.000018 1
0.00000528 W 020 0.000016 0.000018 1
0.00000734 W 021 0.000016 0.000018 1
0.00000403 W 022 0.000016 0.000018 1
0.00000176 W 023 0.000016 0.000018 1
0.00000137 W 024 0.000016 0.000018 1
0.00000133 W 025 0.000016 0.000018 1
0.00000196 W 026 0.000016 0.000018 1
0.00000120 W 027 0.000016 0.000018 1
0.00000378 W 028 0.000016 0.000018 1
0.00000222 W 029 0.000016 0.000018 1
0.00000322 W 030 0.000016 0.000018 1
0.00000133 W 031 0.000016 0.000018 1
0.00476696 X 002 0.002582 0.001515 1
0.00483580 X 003 0.002582 0.001515 1
0.00484193 X 004 0.002582 0.001515 1
0.00468857 X 005 0.002582 0.001515 1
0.00399991 X 006 0.002582 0.001515 1
0.00376681 X 007 0.002582 0.001515 1
0.00348816 X 008 0.002582 0.001515 1
0.00328324 X 009 0.002582 0.001515 1
0.00294464 X 010 0.002582 0.001515 1
0.00248279 X 011 0.002582 0.001515 1
0.00231199 X 012 0.002582 0.001515 1
0.00203098 X 013 0.002582 0.001515 1
0.00189544 X 014 0.002582 0.001515 1
0.00165397 X 015 0.002582 0.001515 1
0.00123624 X 016 0.002582 0.001515 1
0.00091045 X 017 0.002582 0.001515 1
0.00074643 X 018 0.002582 0.001515 1
0.00062316 X 019 0.002582 0.001515 1
0.00058977 X 020 0.002582 0.001515 1
0.00054231 X 021 0.002582 0.001515 1
0.00105497 Y 002 0.000673 0.000607 1
0.00162335 Y 003 0.000673 0.000607 1
0.00158934 Y 004 0.000673 0.000607 1
0.00191546 Y 005 0.000673 0.000607 1
0.00148143 Y 006 0.000673 0.000607 1
0.00132838 Y 007 0.000673 0.000607 1
0.00099253 Y 008 0.000673 0.000607 1
0.00070984 Y 009 0.000673 0.000607 1
0.00055103 Y 010 0.000673 0.000607 1
0.00054711 Y 011 0.000673 0.000607 1
0.00039896 Y 012 0.000673 0.000607 1
0.00035254 Y 013 0.000673 0.000607 1
0.00025478 Y 014 0.000673 0.000607 1
0.00014222 Y 015 0.000673 0.000607 1
0.00012597 Y 016 0.000673 0.000607 1
0.00008097 Y 017 0.000673 0.000607 1
0.00011335 Y 018 0.000673 0.000607 1
0.00007800 Y 019 0.000673 0.000607 1
0.00007730 Y 020 0.000673 0.000607 1
0.00003756 Y 021 0.000673 0.000607 1
